x,y
64,44
73.98736953735352,44.574907302856445
83.9762077331543,45.123748779296875
93.9665298461914,45.64482307434082
103.95834350585938,46.13642120361328
113.95164489746094,46.596824645996094
123.9464111328125,47.02432632446289
133.94256591796875,47.417856216430664
143.94010162353516,47.77460479736328
153.9389190673828,48.093379974365234
163.93893432617188,48.372507095336914
173.94000244140625,48.610177993774414
183.9420166015625,48.80473327636719
193.94479370117188,48.9547176361084
203.9481658935547,49.05854797363281
213.95187377929688,49.11467742919922
223.95578002929688,49.1215877532959
233.9595947265625,49.07780456542969
243.96299743652344,48.98188591003418
253.96578979492188,48.832088470458984
263.9676055908203,48.62735557556152
273.9680938720703,48.366445541381836
283.9669189453125,48.04812240600586
293.9637145996094,47.67120170593262
303.9580383300781,47.23455619812012
313.9495544433594,46.737125396728516
323.93780517578125,46.17790985107422
333.9223327636719,45.55597114562988
343.9026794433594,44.87044143676758
353.8784484863281,44.12034797668457
363.84906005859375,43.30512809753418
373.8140563964844,42.42418670654297
383.7775573730469,41.52653884887695
393.7481994628906,40.71134567260742
403.72509765625,39.97712516784668
413.7068786621094,39.312828063964844
423.6926574707031,38.71114540100098
433.6814880371094,38.162689208984375
443.67266845703125,37.65823554992676
453.6656494140625,37.19020652770996
463.6597595214844,36.74722671508789
473.6546325683594,36.32303810119629
483.6498107910156,35.9048433303833
493.6449890136719,35.48736572265625
503.6397705078125,35.059288024902344
513.6336669921875,34.611955642700195
523.6263122558594,34.137980461120605
533.6170654296875,33.62598133087158
543.6054077148438,33.06767749786377
553.5904541015625,32.45382308959961
563.5713500976562,31.77660083770752
573.2963256835938,29.493730545043945
583.0552368164062,27.343507766723633
592.5714111328125,29.32610034942627
598.1622924804688,37.49472236633301
600.808837890625,47.12365531921387
601.998291015625,57.05190658569336
602.369140625,67.0472640991211
602.2290649414062,77.0494499206543
601.75732421875,87.04196166992188
601.0889892578125,97.02342987060547
600.378173828125,107.00202178955078
599.9991455078125,116.9963150024414
599.97998046875,127.00020599365234
599.9321899414062,137.00402069091797
599.8552856445312,147.00760650634766
599.756591796875,157.010986328125
599.635986328125,167.01414489746094
599.494140625,177.01707458496094
599.3345947265625,187.01968383789062
599.1602172851562,197.0220947265625
598.9730834960938,207.02426147460938
598.7754516601562,217.0261993408203
598.5675048828125,227.02792358398438
598.3571166992188,237.02963256835938
598.1404418945312,247.03118896484375
597.9237670898438,257.03271484375
597.7070922851562,267.0342712402344
597.4947509765625,277.0360412597656
597.284912109375,287.0377502441406
597.083984375,297.03961181640625
596.8939208984375,307.04168701171875
596.7160034179688,317.04400634765625
596.5525512695312,327.0466003417969
596.405517578125,337.0494079589844
596.2772827148438,347.0525207519531
596.1702270507812,357.05584716796875
596.0880737304688,367.05938720703125
596.0315551757812,377.0631103515625
596.0029296875,387.0670166015625
595.9869384765625,397.07086181640625
595.9153442382812,407.0745544433594
595.793701171875,417.07769775390625
595.6377563476562,427.08038330078125
595.4636840820312,437.082763671875
595.2867431640625,447.0851135253906
595.1210327148438,457.0876159667969
594.9820556640625,467.0905456542969
594.8855590820312,477.0939636230469
594.844970703125,487.0977783203125
594.8746337890625,497.1015930175781
594.9905395507812,507.1048278808594
595.2073364257812,517.1062927246094
595.5408935546875,527.1046752929688
596.005126953125,537.09765625
596.6177978515625,547.082763671875
597.3924560546875,557.0564575195312
598.347900390625,567.0144653320312
599.4976806640625,576.9518432617188
600.8609619140625,586.8622436523438
602.4513549804688,596.7387084960938
604.2877807617188,606.572265625
606.383056640625,616.3539428710938
608.7342529296875,626.0775146484375
611.0635375976562,635.8064575195312
613.3184814453125,645.5527954101562
615.5543212890625,655.3036499023438
617.8272094726562,665.0458984375
615.679443359375,674.2679443359375
606.8806762695312,678.831298828125
597.0980224609375,680.8795776367188
587.1533203125,681.9507446289062
577.1723022460938,682.6246337890625
567.1981811523438,683.3839721679688
557.377197265625,685.2520141601562
547.6310424804688,687.507568359375
537.9174194335938,689.89990234375
528.2335510253906,692.4094848632812
518.5751342773438,695.0158081054688
508.93768310546875,697.6983642578125
499.3163757324219,700.4385986328125
489.70660400390625,703.2188110351562
480.101806640625,706.0165405273438
470.497314453125,708.8150634765625
460.8878173828125,711.5964965820312
451.2672424316406,714.3388671875
441.63055419921875,717.0244750976562
431.97332763671875,719.6351928710938
422.2906188964844,722.1493530273438
412.5782470703125,724.5464477539062
402.8332824707031,726.807861328125
393.0531005859375,728.9110107421875
383.2366027832031,730.83740234375
373.3828125,732.5628662109375
363.49334716796875,734.0697631835938
353.5699462890625,735.3339233398438
343.6169738769531,736.3386840820312
333.6409606933594,737.0830688476562
323.6726989746094,737.9235229492188
313.7248229980469,738.9795532226562
303.7998962402344,740.232666015625
293.8990783691406,741.663818359375
284.0220947265625,743.251953125
274.16761779785156,744.9736938476562
264.33355712890625,746.8093872070312
254.51666259765625,748.7343139648438
244.71334838867188,750.7282104492188
234.91944885253906,752.7672119140625
225.1299285888672,754.8272705078125
215.34042358398438,756.8869018554688
205.54579162597656,758.9225463867188
195.74237060546875,760.9149780273438
185.9250030517578,762.8380126953125
176.0904083251953,764.6705322265625
166.23585510253906,766.3917846679688
156.35874938964844,767.979248046875
146.46039581298828,769.4284057617188
136.5579605102539,770.8502807617188
126.65277862548828,772.2518310546875
116.73890686035156,773.59033203125
106.81182098388672,774.8272705078125
96.86812591552734,775.9224243164062
86.90593719482422,776.8324584960938
78.78938674926758,772.2532348632812
75.82342910766602,762.746337890625
74.79339599609375,752.8014526367188
74.61177062988281,742.8007202148438
74.90182876586914,732.8015747070312
75.45579147338867,722.8131103515625
75.99065780639648,712.8241577148438
76.08511734008789,702.8208618164062
76.32295989990234,692.8197631835938
76.64493942260742,682.8211669921875
76.97892379760742,672.8228149414062
77.25933074951172,662.8228759765625
77.41728591918945,652.8202514648438
77.38512802124023,642.816650390625
77.08823013305664,632.817626953125
76.45367813110352,622.8344116210938
75.40530776977539,612.886474609375
73.86471557617188,603.003173828125
71.75796890258789,593.2252807617188
69.01856231689453,583.6057739257812
65.61923217773438,574.1990356445312
62.56006622314453,564.6777954101562
60.2194709777832,554.9532470703125
58.4111213684082,545.1150512695312
56.987613677978516,535.21337890625
55.82796096801758,525.2771911621094
54.822696685791016,515.3238830566406
53.862525939941406,505.3662414550781
52.822906494140625,495.41656494140625
51.67475700378418,485.4787902832031
50.474449157714844,475.5471496582031
49.22943115234375,465.62103271484375
47.94547653198242,455.69964599609375
46.63061714172363,445.78253173828125
45.29074668884277,435.868896484375
43.931095123291016,425.9578552246094
42.56114387512207,416.0482177734375
41.20047378540039,406.13726806640625
39.91413879394531,396.216552734375
38.71238327026367,386.28515625
37.59792518615723,376.343505859375
36.57426643371582,366.3921813964844
35.64430046081543,356.4315490722656
34.810832023620605,346.4624328613281
34.077253341674805,336.4854736328125
33.4481315612793,326.5013732910156
32.926673889160156,316.51116943359375
32.516655921936035,306.5158996582031
32.22236347198486,296.51629638671875
32.0493278503418,286.5138854980469
31.99912166595459,276.5101013183594
31.93652057647705,266.50657653808594
31.78542423248291,256.5038757324219
31.557729721069336,246.50241088867188
31.26813507080078,236.50271606445312
30.930496215820312,226.50465393066406
30.55871295928955,216.5075225830078
30.16613483428955,206.5115203857422
29.769845008850098,196.51541137695312
29.380285263061523,186.51895141601562
29.012849807739258,176.52175903320312
28.682666778564453,166.5234375
28.40288543701172,156.52342224121094
28.18698501586914,146.52186584472656
28.04828643798828,136.5190658569336
27.99987268447876,126.51519012451172
27.874447345733643,116.51227569580078
27.670164585113525,106.51041412353516
27.633026123046875,96.50707244873047
28.019295692443848,86.51192474365234
29.091955184936523,76.56845092773438
31.101216316223145,66.77315139770508
34.27528953552246,57.295692443847656
40.26345252990723,49.49458122253418
49.99828910827637,47.79964637756348
